Dish ID,Predicted Ingredients,Precision,Recall,Ingredients num Predicted
dish_1560975628,"['Iceberg lettuce', 'Broccoli florets', 'Cherry tomato', 'Melted mozzarella cheese', 'Pizza dough/flatbread (visible as a base for what appears to be pizza)', 'Chicken (appears to be in a reddish sauce/seasoning)', 'Light-colored dressing (likely ranch or Caesar) on the lettuce', 'The image quality and lighting make it challenging to identify some specific ingredients with absolute certainty, but these are the clearly visible components on the white plate.']",,,
dish_1561049435,"['Bacon strips (appears to be traditional pork bacon)', 'Scrambled eggs', 'Cantaloupe chunks', 'Honeydew melon chunks', 'Fresh raspberries']",,,
dish_1561060531,"[' Pineapple chunks', ' Brussels sprouts (appears sautéed or roasted)', ' Celery stalks', ' Salmon fillet (appears glazed, possibly teriyaki or soy-based sauce)']",,,
dish_1561060558,"['Pineapple chunks', 'Brussels sprouts (appears to be roasted/sautéed)', 'Celery stalks', 'Glazed salmon fillet', 'Tofu cubes (appears seasoned)', 'Chives (garnish on tofu)']",,,
dish_1561060613,"['Pineapple chunks', 'Celery stalks', 'Brussels sprouts (appears to be sautéed)', 'Salmon fillet with glaze', 'Cubed tofu', 'Grilled mackerel or sardine fillet']",,,
dish_1561060642,"[' Fresh pineapple chunks', ' Celery stalks', ' Brussels sprouts (appears to be sautéed)', ' Shiitake or oyster mushrooms', ' Firm tofu cubes', '6. Mackerel fillet (appears to be cooked)', '7. Glazed salmon or arctic char portion', '8. Fresh chives (as garnish)', '9. Soy sauce or teriyaki sauce (visible as glaze)']",,,
dish_1561060703,"['Pineapple chunks', 'Bok choy', 'Brussels sprouts', 'Butter lettuce', 'Cherry tomato', 'Salmon fillet (appears glazed)', 'Firm tofu cubes', 'Fresh rosemary (garnish)', 'Green onions/scallions', 'What appears to be a fish/seafood roll (possibly with seaweed wrapper)']",,,
dish_1561060976,"['Brussels sprouts (roasted/charred)', 'Salmon (appears poached or steamed)', 'Green beans', 'Mixed salad greens', 'Fresh parsley', 'Rice (appears to be white rice)', 'Feta or similar white cheese cubes', 'Red onion', 'Citrus zest (appears to be lemon or orange)', 'Fresh herbs (appears to include dill)']",,,
dish_1561061123,"['Arugula (rocket) leaves', 'Brussels sprouts (charred/roasted)', 'Tuna salad (appears to be mayo-based)', 'Fresh parsley (garnish)', 'Red chili flakes', 'Mixed greens (appears to include frisée or curly endive)', 'Possible crumbled cheese (appears white, scattered throughout)', 'Olive oil (visible sheen on greens)']",,,
dish_1561061630,"['Baby arugula', 'Curly kale', 'Fresh strawberry', 'Blueberries', 'Parmesan shavings']",,,
dish_1561061658,"[' Mixed baby greens (appears to be frisée and other tender lettuce varieties)', ' Brussels sprouts (roasted/charred)', ' Black olives', ' Red chili peppers', ' Curly kale', ' Shaved Parmesan cheese', ' Cherry tomatoes']",,,
dish_1561061687,"['Wild Arugula', 'Kale (appears to be Lacinato/Tuscan variety)', 'Mixed salad greens', 'Black olives', 'Cherry tomatoes', 'Brussels sprouts (roasted)', 'Salmon (appears poached or baked)', 'Fresh parsley (as garnish)', 'Parmesan cheese shavings']",,,
dish_1561062171,"['French fries (appears to be standard cut)', 'Sage leaf (fresh)', '*Note: The color quality and angle of the image makes it difficult to identify any other specific ingredients with absolute certainty.']",,,
dish_1561062237,"['From what is visible on the plate:', 'French fries', 'Green garnish (appears to be arugula or similar leafy green)', 'What appears to be a cream-based sauce or spread', 'Small pieces of meat (though the variety is not clearly distinguishable from this view)', 'Note that the image quality and angle make it challenging to identify some ingredients with complete certainty.']",,,
dish_1561062286,"[""Based on what's visible on the plate:"", 'White rice (appears to be long-grain)', 'French fries (golden, thin cut)', 'Chicken (appears to be a cooked piece with herbs)', 'Fresh basil or similar green herb garnish', 'Mushrooms (appears to be in a sauce with the chicken)', 'Note: The lighting and angle make it somewhat difficult to identify all ingredients with complete certainty.']",,,
dish_1561062320,"['White rice (appears to be long-grain)', 'Mixed green salad leaves (appears to be arugula/rocket)', 'Black olive', 'French fries/potato chips', 'What appears to be a chicken breast in a cream-based sauce', 'Red pepper pieces (visible in salad)']",,,
dish_1561062555,"['Wild arugula/rocket leaves', 'Black olive', 'Goji berries']",,,
dish_1561062586,"['White jasmine rice', 'Arugula leaves', 'Black olives', 'Cherry tomatoes', 'Goji berries (red, small)']",,,
dish_1561147944,"['From what is visible on the white plate:', 'Mixed lettuce leaves (appears to include red leaf lettuce)', 'Shredded carrots', 'What appears to be almond slivers', 'The quality and lighting of the image makes it difficult to identify any other specific ingredients with certainty.']",,,
dish_1561147967,"['Ingredients visible on the plate:', 'Melted mozzarella cheese', 'Marinara sauce', 'Mixed salad greens (appears to include green leaf lettuce and red leaf lettuce)', 'Shredded carrots', 'White square-shaped pasta or lasagna sheet', '*Note: The lighting and image quality make it challenging to identify any additional specific ingredients that may be present in the salad portion.']",,,
dish_1561147997,"['Mixed salad greens (appears to include butter lettuce and red leaf lettuce)', 'Baby carrots (visible in salad)', 'Butter pickles', 'Dill pickles', 'White fish fillet (appears to be baked with red seasoning/sauce on top)']",,,
dish_1561148021,"[""Here's what's visible on the plate:"", 'Mixed salad greens (appears to be spring mix with red leaf lettuce)', 'Shredded carrots', 'Dill pickles', 'Baked or grilled chicken with melted mozzarella and marinara sauce (appears to be chicken parmesan)', 'Rice pilaf with visible mushroom pieces', 'What appears to be a mayonnaise-based dressing on the side', 'All items are served on a white ceramic plate.']",,,
dish_1561148042,"['Green string beans', 'Roasted turkey breast with pan drippings', 'Baked fish (appears to be cod or halibut) with melted cheese', 'Mixed salad greens (including red leaf lettuce)', 'Shredded carrots', 'Pickle spears (appears to be dill pickles)', 'Cucumber slices', 'Please note the image quality makes it challenging to definitively identify some specific varieties of ingredients.']",,,
dish_1561148336,"['Ingredients visible on plate:', ' Arugula (wild rocket) leaves', ' Cucumber slices', ' Pizza slice with tomato sauce and melted cheese (appears to be mozzarella)', ' Yellow mustard seed or small corn kernel (single visible dot)', 'Served on a white square plate.']",,,
dish_1561148481,"['From what is visible on the plate:', ' Mixed salad greens (appears to be arugula/rocket)', ' Cucumber slices', ' Pizza slice with tomato sauce and melted cheese (appears to be mozzarella)', ' What appears to be shredded meat (possibly chicken or pork) with visible herbs/seasonings', 'The image is slightly blurry, making it challenging to identify specific herb varieties or additional toppings with complete certainty.']",,,
dish_1561392459,"['Scrambled eggs', 'Shredded carrots', 'Steamed broccoli florets', 'Button mushrooms', 'Cherry tomatoes', 'Fresh strawberries']",,,
dish_1561392543,"['Fresh strawberries (halved)', 'Fresh blueberries', 'Baby spinach leaves', 'Shredded carrots', 'White dressing/sauce (appears to be ranch or similar cream-based dressing)']",,,
dish_1561392570,"['Fresh strawberries (likely California variety)', 'Fresh blueberries', 'Roasted broccoli florets', 'Mixed salad greens', 'Shredded carrots']",,,
dish_1561392593,"[' Scrambled eggs', ' Fresh broccoli florets', ' Fresh strawberries', ' Fresh blueberries', ' Baby spinach leaves']",,,
dish_1561392632,"['Scrambled eggs', 'Bacon strip', 'Fresh broccoli florets', 'Fresh strawberries', 'Fresh blueberries']",,,
dish_1561404438,"['From what is visible on the white square plate:', 'Pork tenderloin pieces', 'Snow peas', 'Baby potatoes (appears to be yellow/golden variety)', 'Green bell peppers']",,,
dish_1561404458,"['Habanero peppers (orange variety)', 'Green bell peppers', 'Meat (appears to be pork or beef cut)', 'The image is somewhat blurry and taken from above, which limits precise identification of some ingredients, but these are the clearly visible components on the white plate.']",,,
dish_1561404485,"['Glazed baby carrots', 'Bell green peppers', 'Mixed salad greens (appears to include red leaf lettuce)', 'Grilled or sautéed meat strips (appears to be pork or chicken)', 'Cooked potato chunks', 'Red salad ingredients (possibly cherry tomatoes or red bell peppers)', 'Note: Some ingredients may be partially obscured or unclear in the image quality provided.']",,,
dish_1561404505,"['Broccoli florets', 'Sliced carrots', 'Green bell peppers', 'Mixed salad greens', 'Grilled/sautéed meat strips (appears to be pork or chicken)', 'What appears to be roasted potato pieces', 'Cherry or grape tomatoes']",,,
dish_1561404956,"['Ingredients visible on plate:', 'Kale (appears to be curly variety)', 'Parmesan cheese shavings', 'Chicken (appears to be a small portion, cooked)']",,,
dish_1561405008,"['Ingredients visible on the plate:', ' Kale (appears to be two preparations one chopped raw and one dressed/massaged)', ' Grilled/sautéed chicken thigh (appears to be a single piece)', ' Shredded carrot (visible in one of the kale preparations)', 'The lighting and image quality make it challenging to identify additional specific ingredients or seasonings that may be present in the preparations.']",,,
dish_1561405034,"['Kalamata olives', 'Sautéed collard greens with carrot strips', 'Shredded kale (appears to be a prepared kale salad)', 'Roasted or grilled chicken thigh (appears to be skinless)']",,,
dish_1561405356,"['Broccoli florets', 'Chicken breast (appears pan-seared)', 'Arugula leaves']",,,
dish_1561405389,"['Grilled chicken breast', 'Arugula (rocket)', 'Broccoli florets', 'Red bell pepper (visible in small amounts)', 'Chickpeas', 'Fresh herbs (appears to be parsley or cilantro mixed in greens)', 'The lighting and image quality make it challenging to identify any additional ingredients or seasonings that may be present on the chicken or in the salad with complete certainty.']",,,
dish_1561405411,"['Arugula', 'Seared chicken breast', 'Yellow curry sauce/powder', 'Red bell peppers', 'Chickpeas', 'Mixed salad greens', 'Black pepper (visible as specks on the curry)']",,,
dish_1561405864,"['From what is visible on the white plate:', ' Chicken pieces (appears to be cooked/fried)', ' Green onion/scallion garnish', ' Flatbread or naan (appears to have some cheese melted on top)', ' Brown sauce/glaze (visible on chicken)']",,,
dish_1561405887,"['Glazed baby carrots', 'Chicken thigh pieces (appears to be grilled/roasted)', 'Fresh thyme sprigs', 'Lasagna portion (appears to contain mozzarella cheese and tomato sauce)']",,,
dish_1561405912,"['Ingredients visible on the plate:', 'Flatbread (appears to be naan or similar) with melted cheese', 'Chicken pieces (appears to be grilled or roasted)', 'Chinese broccoli (gai lan)', 'Baby carrots (roasted)', 'Possible garlic slivers visible in the greens', 'Possible chili flakes or seasoning visible on the chicken']",,,
dish_1561405934,"['Broccoli florets', 'Baby carrots', 'Chicken pieces (appears to be thigh or breast meat)', 'Flatbread with melted cheese (appears to be a form of pizza or naan)', 'Mixed leafy greens', 'Garnishing herbs (appears to be parsley)', 'The ingredients appear to be cooked using different methods, with the vegetables appearing steamed or sautéed, the chicken likely pan-fried, and the flatbread baked.']",,,
dish_1561406817,"['White basmati rice', 'Yellow saffron rice with cashews and raisins', 'Baby carrots (glazed)']",,,
dish_1561407208,"['From what is visible on this white square plate, I can only identify:', 'Chicken wing bone (appears to be stripped)', 'Very small traces of what might be herbs (green specks)', 'The plate appears to be mostly empty with just remnants remaining.']",,,
dish_1561407249,"['From what is visible in this somewhat blurry image:', 'Mixed salad greens', 'Green bell peppers', 'Red onion', 'Chicken wing (appears to be fried)', 'Dark balsamic or similar dressing traces', 'Black olives', 'Note: Due to the image quality and angle, some ingredients may be present but not clearly identifiable.']",,,
dish_1561407283,"['Clementine or mandarin segments', 'Mixed salad greens (appears to include red leaf lettuce)', 'Chicken wing (appears to be a flat/wingette portion)', 'Balsamic vinegar (visible droplets)', 'Black olives', 'Green pepper (bell or sweet variety)']",,,
dish_1561407312,"['Cooked carrots, sliced', 'Yellow saffron rice', 'Snow peas', 'Black olives', 'Tuna or light-colored fish (appears flaked)', 'Mixed salad greens']",,,
dish_1561480460,"[' Blackberries', ' Raspberries', ' Strawberries', ' Yellow/Orange Mango chunks', ' Dark Chocolate pieces']",,,
dish_1561481673,"['Scrambled eggs with carrots', 'Sweet potatoes (appears to be roasted)', 'Ham or prosciutto slices', 'Honeydew melon chunks']",,,
dish_1561491121,"['Swiss chard leaves (raw)', 'Apple slices (white flesh variety, possibly Honeycrisp or Gala)']",,,
dish_1561491154,"['Collard greens (appears to be raw)', 'White fish fillet (appears poached or steamed)', 'Light-colored sauce/marinade (visible on fish)']",,,
dish_1561491180,"['Spaghetti squash (shredded)', 'Fresh spinach leaves', 'What appears to be chicken breast in a light-colored sauce', 'Fresh herbs (appears to be parsley) mixed with the squash']",,,
dish_1561491210,"['Yellow saffron rice', 'Chicken (appears to be cooked with herbs)', 'Swiss chard leaves, raw', 'Romanesco broccoli (or cauliflower) florets', 'Note: The image quality makes it challenging to identify some ingredients with absolute certainty, but these are the clearly visible components on the white plate.']",,,
dish_1561492161,"['Fresh arugula (Eruca sativa)', 'Small droplets of what appears to be olive oil or vinaigrette dressing']",,,
dish_1561492182,"['Yellow saffron rice', 'Swiss chard leaves']",,,
dish_1561492204,"['Yellow saffron rice', 'Fresh spinach leaves', 'Chicken breast (appears breaded)', 'Breadcrumb coating', 'Tomato-based sauce or marinara', 'Olive oil (visible sheen on greens)']",,,
dish_1561492228,"['Ingredients visible on the plate:', 'Yellow saffron rice', 'Raw Swiss chard leaves', 'Breaded chicken (appears to be cutlet style)', 'Mixed vegetables (appears to contain celery and onions) in a light sauce', 'Breadcrumb topping on the chicken', 'Marinara or tomato-based sauce beneath/on the chicken']",,,
dish_1561492665,"['Ingredients visible on plate:', 'Romaine lettuce', 'Grilled or seared chicken (appears to be glazed)', 'Green onion/scallion', 'Iceberg lettuce', 'What appears to be a teriyaki or soy-based glaze on the chicken']",,,
dish_1561492687,"['Mac and cheese (appears to be elbow macaroni with cheese sauce)', 'Romaine lettuce', 'California Pizza Kitchen-style BBQ chicken pizza slice (visible toppings include bbq sauce, chicken, red onions, cilantro)']",,,
dish_1561492703,"['Romaine lettuce', 'Mac and cheese (appears to use elbow macaroni)', 'Chicken with visible bell peppers and sauce (appears teriyaki-style)', 'What appears to be a roasted or glazed potato', 'Mixed salad greens (possibly iceberg lettuce)', 'Carrots (visible in salad)']",,,
dish_1561493975,"['Arugula (Rocket)', 'Seaweed (appears to be Wakame)', 'Note: The image shows a small portion of green leafy ingredients on a white square plate. Due to the image quality and angle, these are the only ingredients I can identify with reasonable certainty.']",,,
dish_1561494001,"['Ingredients visible on plate:', ' Arugula (Rocket) leaves', ' Roasted or sautéed butternut squash chunks', ' Cherry tomatoes', ' Olive oil (visible sheen on greens)']",,,
dish_1561494032,"['Romanesco broccoli', 'Arugula (rocket) leaves', 'Yellow squash or butternut squash (roasted chunks)', 'Mixed roasted vegetables (appear to include carrots)', 'Mixed salad greens', 'Please note the image quality makes it somewhat difficult to identify all ingredients with absolute certainty.']",,,
dish_1561574215,"['Red oak leaf lettuce', 'Cherry tomatoes', 'Red onion', 'Mixed baby lettuce greens', 'Parmesan cheese shavings', 'Red wine vinaigrette (visible sheen on leaves)', 'Green leaf lettuce', 'Purple leaf lettuce']",,,
dish_1561574394,"['Mixed salad greens (appears to be green leaf lettuce)', 'Blueberries', 'Shredded Parmesan cheese', 'Crumbled cheese (appears to be feta or goat cheese)', 'Clear dressing residue (likely vinaigrette)']",,,
dish_1561574428,"['Mixed salad greens (appears to be green leaf lettuce)', 'Cauliflower florets', 'Broccoli florets', 'Blueberries', 'Caesar dressing (visible on greens)']",,,
dish_1561574456,"['Salmon (appears to be glazed with a citrus or honey sauce)', 'Broccoli florets', 'Cauliflower florets', 'Fresh mixed greens (appears to include romaine)', 'Blueberries', 'Caesar or creamy white dressing', 'Parmesan cheese (visible on salad)', 'Croutons (visible in salad)']",,,
dish_1561574479,"['Salmon fillet with melted cheese topping', 'Broccoli florets', 'Cauliflower florets', 'Quinoa or rice blend (appears dark in color)', 'Mixed salad greens', 'Blueberries', 'Caesar dressing (visible on greens)', 'Parmesan cheese shavings (on salad)']",,,
dish_1561574623,"['From what is visible in the image:', '-Grilled/roasted eggplant (cut into chunks)', '-Sauce stains (appears to be brown in color, possibly soy-based)', 'The eggplant appears to be the main identifiable ingredient, showing characteristic charred edges and the distinctive flesh texture of cooked aubergine. The plate has some liquid residue but without clearer visibility, I cannot definitively identify other ingredients.']",,,
dish_1561574783,"['Mixed Green Lettuce (appears to be a variety of leaf lettuce, possibly Green Leaf or Romaine)', ""That's the only clearly identifiable ingredient visible in this image on the white square plate.""]",,,
dish_1561574815,"['Mixed baby lettuce (appears to include red leaf and green leaf varieties)', 'Cherry tomatoes', 'Red onion', 'Avocado', 'Sesame seeds']",,,
dish_1561574848,"['Mixed lettuce greens (appears to include red leaf lettuce)', 'Cherry tomatoes', 'Grilled chicken breast strips', 'Red onions', 'Pine nuts (visible as small light colored nuts)', 'What appears to be a light colored dressing (possibly ranch or caesar based)', 'The image quality makes it challenging to identify additional specific ingredients with complete certainty, but these are clearly visible in the salad composition.']",,,
dish_1561575033,"['From what is visible in the image:', ' Chicken breast (appears grilled/roasted)', ' Roasted potato chunks (likely baby or fingerling variety)', ' Mushrooms (appears to be mixed wild mushrooms)', ' Fresh parsley (chopped)', ' Crumbled feta cheese', ' Red onion pieces', ' Olive oil (visible sheen)']",,,
dish_1561575068,"['Baby spinach leaves', 'Feta cheese crumbles', 'Cherry tomatoes', 'Kalamata olives', 'Grilled chicken breast', 'Black pepper', 'Extra virgin olive oil (visible sheen)']",,,
dish_1561575192,"['Baby arugula', 'Boiled yellow potatoes (appears to be Yukon Gold variety)']",,,
dish_1561575274,"['Based on the visible elements in the image:', 'Pork tenderloin medallions', 'Fresh parsley (appears to be flat-leaf)', 'Minced garlic', 'Toasted almond slivers', 'White rice (appears to be long-grain)']",,,
dish_1561575300,"['Pork tenderloin medallions (appears medium-rare)', 'Fresh jalapeño peppers (sliced)', 'Dried herbs (appears to be thyme or rosemary on the meat)', 'Possible garlic flakes or minced garlic (visible on meat surface)']",,,
dish_1561575327,"['Pork tenderloin (appears to be medium cooked)', 'Fresh bell peppers (light green variety)', 'Roasted or sautéed potatoes (yellow/golden variety)', 'Fresh herbs (appears to be rosemary or thyme)', 'Salt (visible on meat surface)', 'Black pepper']",,,
dish_1561575347,"['Celery (raw, chopped)', 'Jalapeño peppers', 'White melted cheese (appears to be a mild variety)', 'Roasted potatoes', 'Pulled or shredded meat (appears to be pork)', 'Fresh herbs (appears to be parsley or cilantro)', 'Bell peppers (green variety)']",,,
dish_1561575506,"['Lamb (appears to be medium-rare)', 'Roasted potatoes', 'Cauliflower florets', 'Roasted mushrooms (appears to be portobello or crimini)', 'Fresh parsley (garnish)']",,,
dish_1561575613,"['Mixed baby greens (appears to include red leaf lettuce)', 'Blueberries', 'Candied walnuts', 'The image shows a simple salad on a square white plate. The lighting and angle make it difficult to identify if there are any additional ingredients or dressing present.']",,,
dish_1561575661,"['Mixed salad greens (appears to be primarily arugula/rocket)', 'Grilled or seared lamb (appears medium-rare)', 'Brown rice or wild rice blend', 'Blueberries', 'Walnuts (toasted)']",,,
dish_1561575688,"[' Lamb (appears to be medium-rare)', ' Mixed salad greens (frisée and arugula visible)', ' Baby spinach leaves', ' Roasted or sautéed potatoes (yellow variety)', ' Fresh herbs (appears to be parsley)', ' Blueberries', ' Red pepper flakes or finely diced red chili']",,,
dish_1561575951,"['From what is visible on the white square plate:', 'Tuna (appears to be flaked/shredded)', 'Romaine or butter lettuce leaf', 'White fish fillet (appears to be cod or halibut)', 'Orange/red sauce (possibly sweet chili or sriracha sauce)']",,,
dish_1561575977,"['From what is visible on the white square plate:', ' Parmesan cheese (cut in chunks)', ' Tuna (appears to be flaked/shredded)', ' Sautéed spinach leaves', ' What appears to be grilled halloumi or tofu with browning on top', ""Note: The image quality and angle make it somewhat challenging to be completely certain of some ingredients' exact varieties.""]",,,
dish_1561575996,"['Kalamata olives', 'Grilled halloumi cheese', 'Parmesan cheese chunks', 'Pulled pork (appears to be seasoned)', 'Sautéed greens (appears to be spinach or similar leafy green)']",,,
dish_1561576026,"['Kalamata olives', 'Feta cheese (appears to be a seared or broiled slice)', 'Hard cheese (appears to be aged Manchego or similar)', 'Tuna (likely canned, mixed with seasonings)', 'Pineapple chunks', 'Mixed greens (appears to include arugula)']",,,
dish_1561576051,"['Kalamata olives', 'Halloumi cheese (grilled/seared)', 'Yellow potatoes', 'Tuna (appears to be mixed/seasoned)', 'Fresh parsley', 'White cheese spread (possibly tzatziki or similar yogurt-based sauce)', 'The image quality and angle make it somewhat difficult to identify every component with absolute certainty, but these are the clearly visible ingredients on the square white plate.']",,,
dish_1561576074,"['Kalamata olives', 'Cherry tomatoes', 'Grilled halloumi cheese', 'Yellow potato chunks', 'Shredded tuna (appears to be light meat)', 'Fresh herbs (appears to be parsley)']",,,
dish_1561576295,"['Mixed salad greens (appears to include butter lettuce and possibly red leaf lettuce)', 'Kalamata olives', 'Seasoned or roasted potato cubes (appears golden-brown)', 'Vinaigrette dressing (visible sheen on greens)']",,,
dish_1561576320,"[' Mixed salad greens (appears to include butter lettuce and possibly red leaf lettuce)', ' Kalamata olives', ' Roasted or sautéed potato cubes', ' Shredded chicken (appears to be white meat)', ' Mixed leaf greens (possibly spring mix)', ' Red onion pieces', ' What appears to be a vinaigrette dressing']",,,
dish_1561576483,"['Cauliflower florets', 'Meat (appears to be dark, possibly beef or lamb)', 'Fresh herbs (appears to be parsley or cilantro)', 'Yellow kernels (possibly corn)']",,,
dish_1561576680,"['Ingredients visible:', 'Cauliflower florets (partially cooked)', 'Bell peppers (appears to be yellow variety)', 'Green bell peppers', 'Roasted or sautéed meat chunks (appears to be chicken or pork)', 'Some form of creamy salad or mixture with visible herbs (possibly potato or tuna based)', 'Cherry tomatoes', 'Fresh herbs (appears to be cilantro or parsley)', 'The image is somewhat blurry which makes precise identification of some ingredients challenging.']",,,
dish_1561576707,"['From what is visible in the image:', 'Cauliflower florets', 'Romaine lettuce', 'Bell peppers (appears to be yellow variety)', 'Tofu or tempeh cubes (appears sautéed/grilled)', 'Cherry tomatoes', 'White creamy dressing (appears to be ranch or caesar-style)', 'Croutons or bread pieces', 'The image quality and partially eaten state of the dish makes it challenging to identify all ingredients with absolute certainty.']",,,
dish_1561576737,"['Here are the visible ingredients:', ' Cauliflower florets', ' Mixed salad greens (appears to include red leaf lettuce)', ' Roasted potato chunks', ' Cherry tomatoes', ' What appears to be a tuna or chicken salad mixture', ' Yellow squash or zucchini pieces', ' Fresh herbs (possibly parsley) as garnish']",,,
dish_1561576767,"['Cauliflower florets (appears roasted)', 'Green leaf lettuce', 'Mango chunks', 'Potato chunks (appears seasoned)', 'Bell peppers (mixed colors)', 'Tuna salad (visible chunks with mayonnaise base)', 'Red onions', 'Fresh cilantro/coriander', 'Cherry tomatoes']",,,
dish_1561576794,"['Ingredients visible on the plate:', 'Prime rib or tenderloin (cooked medium-rare)', 'Cauliflower florets (blanched)', 'Romaine lettuce', 'Mango chunks', 'Mixed grilled vegetables (appears to include zucchini, bell peppers)', 'What appears to be potato or pasta salad with mayonnaise base', 'Mixed lettuce greens', 'Grilled or roasted mushrooms']",,,
dish_1561576916,"['Arugula (Rocket) greens', 'Roasted eggplant cubes', 'Potatoes (appears to be roasted)']",,,
dish_1561576954,"['Mixed green lettuce (appears to be mesclun or spring mix)', 'Chicken (appears poached or roasted)', 'Roasted potatoes (golden brown cubes)', 'Red onion (visible in what appears to be chicken salad mixture)', 'Mayonnaise (visible as binding in chicken mixture)', 'Black pepper (visible specks in chicken mixture)']",,,
dish_1561576978,"['Arugula leaves', 'Potato salad with red onion and mayonnaise', 'Caramelized pork or beef (appears to be braised)', 'Sautéed mushrooms (likely cremini or button variety)', 'The plating is done on a white square plate, served as distinct sections rather than mixed together.']",,,
dish_1561577146,"['Fresh mozzarella cubes', 'Roasted Poblano or green bell pepper', 'Grilled cheese or lasagna portion with tomato sauce and melted cheese', 'Mixed leafy greens (appears to be spring mix or mesclun)']",,,
dish_1561577177,"['Feta cheese (cubed)', 'Roasted potatoes', 'Mixed salad greens (appears to include lettuce)', 'What appears to be lasagna or baked pasta with tomato sauce and melted cheese', 'Black pepper (visible on the greens)']",,,
dish_1561577198,"['Feta cheese cubes', 'Lasagna portion with tomato sauce', 'Roasted or sautéed baby potatoes', 'Mixed salad greens (appears to include lettuce and possibly arugula)', 'Grilled or roasted mushrooms (appear to be crimini or portobello)']",,,
dish_1561577219,"['Atlantic salmon fillet', 'Roasted white potato wedges', 'Fresh mozzarella cubes', 'Baby salad greens', 'Grilled portobello mushroom pieces', 'Light colored sauce (appears to be cream-based)', 'Red sauce (appears to be tomato-based)']",,,
dish_1561577573,"['Sliced beef tenderloin (appears medium-rare)', 'Fresh cilantro/coriander leaves', 'Roma tomatoes (on the flatbread)', 'Melted mozzarella cheese (on the flatbread)', 'Flatbread/pizza crust base', 'Tomato sauce (on the flatbread)']",,,
dish_1561577598,"['Flank steak (appears medium-rare)', 'Red leaf lettuce', 'Red chard', 'Mixed microgreens', 'Fresh tomato slices', 'Visible olive oil (sheen on greens)']",,,
dish_1561577678,"['From what is visible on the white plate:', 'Pork tenderloin (appears to be cooked to medium)', 'Green herb/seasoning specks (though specific herb variety is not clearly identifiable)']",,,
dish_1561577701,"[' Beef tenderloin (cooked to medium-rare)', ' Cauliflower (white variety, boiled or steamed)']",,,
dish_1561577731,"['Cauliflower florets', 'Medium-rare beef tenderloin', 'Mushrooms (appears to be portobello or cremini)', 'Butter (visible sauce/glaze on the ingredients)', 'Black pepper (visible on beef)']",,,
dish_1561577848,"['From what is visible on the plate:', 'Shredded chicken (appears to be white meat)', 'Mayonnaise', 'Celery (finely diced)', 'Fresh parsley', 'Black pepper', 'What appears to be either scallions or chives (finely chopped)', 'This appears to be a basic chicken salad preparation served on a white square plate.']",,,
dish_1561577947,"['Penne pasta', 'Cherry tomatoes', 'Baby arugula', 'Mixed salad greens', 'Chicken (appears to be shredded or chunked)', 'Mayonnaise-based dressing/sauce', 'Fresh parsley (as garnish)', 'The photo quality and angle make it challenging to identify with absolute certainty any additional specific ingredients or varieties that may be present in the dish.']",,,
dish_1561578226,"['Baby spinach leaves', 'Butter-sautéed crimini mushrooms', 'Mashed potatoes', 'Sliced almonds']",,,
dish_1561578344,"['Mixed salad greens (appears to be butter lettuce or similar tender leaves)', 'Kalamata olives', 'Red onion', 'What appears to be a slice of pizza or flatbread with tomato sauce and melted cheese (likely mozzarella)', 'Celery stalks']",,,
dish_1561578373,"['Iceberg lettuce', 'Mixed spring greens', 'Red onion', 'Cherry tomatoes', 'Caesar dressing', 'Pizza slice with tomato sauce and melted mozzarella cheese', 'Black olives', 'Croutons (visible remnants)', 'Kalamata olives', 'Green bell pepper slices']",,,
dish_1561578394,"['Romaine lettuce', 'Red onions', 'Black olives', 'Grilled or seared tuna', 'Caesar salad dressing (visible residue)', 'Parmesan cheese (appears melted)', 'Pizza slice with tomato sauce and melted cheese (appears to be mozzarella)', 'Mixed field greens', 'Croutons (visible fragments)']",,,
dish_1561578417,"['Romaine lettuce', 'Red onions', 'Cauliflower', 'What appears to be tuna (likely canned)', 'Caesar dressing', 'Square of pizza with melted mozzarella cheese', 'Mixed salad greens (possibly including red leaf lettuce)', 'Black olives', 'Cherry tomatoes']",,,
dish_1561578441,"['Mixed salad greens (appears to include romaine lettuce)', 'Red onion', 'Caesar salad dressing', 'Roasted or boiled potatoes', 'Tuna (appears to be canned)', 'Pizza slice with melted mozzarella and tomato sauce', 'Green bell peppers (raw)', 'Iceberg lettuce', 'Macaroni and cheese (visible pasta and cheese sauce)']",,,
dish_1561578461,"['From what is visible on the plate:', 'Pizza slice (appears to be with cheese and tomato sauce)', 'Romaine lettuce', 'Mixed field greens', 'Red onions', 'Bell peppers (green)', 'Roasted potatoes', 'Macaroni and cheese', 'Tuna (appears to be chunk light)', 'Kalamata olives', 'Ranch or creamy dressing', 'The quality of the image makes it somewhat difficult to be completely precise about some ingredients, but these are the clearly identifiable components on the plate.']",,,
dish_1561578570,"['From what is visible on the white plate:', ' Flaked salmon (appears to be cooked)', ' Fresh cilantro leaves', ' A green sauce/paste (appears to be pesto-like but cannot definitively identify the specific ingredients without more detail)']",,,
dish_1561578603,"['On this white plate, I can identify:', 'Chicken (appears to be roasted or grilled, showing partial pieces)', 'Parsley garnish', 'Potatoes (appears to be roasted)', 'The image quality and lighting make it challenging to identify any additional specific ingredients or varieties with complete certainty.']",,,
